DATE,DEXUSEU
03/05/2021,1.2059
04/05/2021,1.2014
05/05/2021,1.2003
06/05/2021,1.2049
07/05/2021,1.2165
10/05/2021,1.217
11/05/2021,1.2169
12/05/2021,1.2074
13/05/2021,1.207
14/05/2021,1.2141
17/05/2021,1.2155
18/05/2021,1.2203
19/05/2021,1.2216
20/05/2021,1.2225
21/05/2021,1.2178
24/05/2021,1.221
25/05/2021,1.2233
26/05/2021,1.2204
27/05/2021,1.2194
28/05/2021,1.2194
31/05/2021,.
01/06/2021,1.2241
02/06/2021,1.2213
03/06/2021,1.2122
04/06/2021,1.2173
07/06/2021,1.22
08/06/2021,1.218
09/06/2021,1.2184
10/06/2021,1.2173
11/06/2021,1.2101
14/06/2021,1.2126
15/06/2021,1.212
16/06/2021,1.2119
17/06/2021,1.1911
18/06/2021,1.1872
21/06/2021,1.1909
22/06/2021,1.191
23/06/2021,1.195
24/06/2021,1.1927
25/06/2021,1.194
28/06/2021,1.1938
29/06/2021,1.1905
30/06/2021,1.1848
01/07/2021,1.1857
02/07/2021,1.1848
05/07/2021,.
06/07/2021,1.1816
07/07/2021,1.1803
08/07/2021,1.184
09/07/2021,1.1861
12/07/2021,1.1858
13/07/2021,1.1813
14/07/2021,1.1826
15/07/2021,1.1806
16/07/2021,1.181
19/07/2021,1.1804
20/07/2021,1.1776
21/07/2021,1.1799
22/07/2021,1.1771
23/07/2021,1.1761
26/07/2021,1.181
27/07/2021,1.1831
28/07/2021,1.1809
29/07/2021,1.1886
30/07/2021,1.1864
02/08/2021,1.1873
03/08/2021,1.1859
04/08/2021,1.1841
05/08/2021,1.1838
06/08/2021,1.1761
09/08/2021,1.1749
10/08/2021,1.1722
11/08/2021,1.1737
12/08/2021,1.1736
13/08/2021,1.1796
16/08/2021,1.1776
17/08/2021,1.1714
18/08/2021,1.1702
19/08/2021,1.1693
20/08/2021,1.169
23/08/2021,1.1732
24/08/2021,1.1746
25/08/2021,1.1758
26/08/2021,1.1761
27/08/2021,1.1794
30/08/2021,1.1795
31/08/2021,1.18
01/09/2021,1.185
02/09/2021,1.1858
03/09/2021,1.1884
06/09/2021,.
07/09/2021,1.1849
08/09/2021,1.1818
09/09/2021,1.1827
10/09/2021,1.1821
13/09/2021,1.1809
14/09/2021,1.1824
15/09/2021,1.1811
16/09/2021,1.1764
17/09/2021,1.1734
20/09/2021,1.1729
21/09/2021,1.1724
22/09/2021,1.1739
23/09/2021,1.1735
24/09/2021,1.1715
27/09/2021,1.1702
28/09/2021,1.1681
29/09/2021,1.1612
30/09/2021,1.1577
01/10/2021,1.1598
04/10/2021,1.1622
05/10/2021,1.1609
06/10/2021,1.1546
07/10/2021,1.1561
08/10/2021,1.1572
